id,squadron,type,description,start_lat,start_lng,end_lat,end_lng,start_time,duration_hours,altitude,speed,waypoints,origin_base,target_name,num_aircraft,to_check,mission_category
SEVENTHAF-19440326-00,Seventh AF,B-25 Mitchell,"Eniwetok-based B-25’s strike Ponape. B-25’s from Tarawa hit Jaluit, rearm at Majuro, and hit Jaluit again on return flight to Tarawa.",11.50,162.25,8.72,167.73,1944-03-26T06:00:00Z,5.0,15000,230,,Eniwetok Marshall Islands,Ponape,,,Tactical Bombing
TENTHAF-19440327-00,Tenth AF,B-24 Liberator,"8 B-24’s hit supply dumps at Kamaing, while about 50 FBs and 2 B-25’s hit troops in Myitkinya area and spt ground forces near Kamaing. In Katha area 12 B-25’s and 16 P-38’s and P-51’s hit bridge and railroad facilities near Meza and railroad near Kawlin. 60 A-31’s pound T/Os along upper Chindwin R.",27.39,95.0,,,1944-03-27T06:00:00Z,,22000,215,,Dinjan Assam India,,8,,Tactical Bombing
TENTHAF-19440327-01,Tenth AF,B-25 Mitchell,"8 B-24’s hit supply dumps at Kamaing, while about 50 FBs and 2 B-25’s hit troops in Myitkinya area and spt ground forces near Kamaing. In Katha area 12 B-25’s and 16 P-38’s and P-51’s hit bridge and railroad facilities near Meza and railroad near Kawlin. 60 A-31’s pound T/Os along upper Chindwin R.",27.39,95.0,,,1944-03-27T06:00:00Z,,15000,230,,Dinjan Assam India,,2,,Tactical Bombing
TENTHAF-19440327-02,Tenth AF,P-38 Lightning,"8 B-24’s hit supply dumps at Kamaing, while about 50 FBs and 2 B-25’s hit troops in Myitkinya area and spt ground forces near Kamaing. In Katha area 12 B-25’s and 16 P-38’s and P-51’s hit bridge and railroad facilities near Meza and railroad near Kawlin. 60 A-31’s pound T/Os along upper Chindwin R.",27.39,95.0,,,1944-03-27T06:00:00Z,,20000,275,,Dinjan Assam India,,16,,Fighter
TENTHAF-19440327-03,Tenth AF,P-51 Mustang,"8 B-24’s hit supply dumps at Kamaing, while about 50 FBs and 2 B-25’s hit troops in Myitkinya area and spt ground forces near Kamaing. In Katha area 12 B-25’s and 16 P-38’s and P-51’s hit bridge and railroad facilities near Meza and railroad near Kawlin. 60 A-31’s pound T/Os along upper Chindwin R.",27.39,95.0,,,1944-03-27T06:00:00Z,,25000,362,,Dinjan Assam India,,,,Fighter
FOURTEENTHAF-19440327-00,Fourteenth AF,B-25 Mitchell,"6 B-25’s pound Viet Tri area, damaging 2 factories, a bridge, and several railroad cars. 60-plus P-40’s, P-38’s, and P-51’s attack troops and buildings at Sienning and Kwanyinchow hit bridge, warehouse, and general area at Anyi, damage bridges at Kienchang and Puchi, and pound Nanchang A/F and surrounding areas.",25.01,102.71,28.68,115.86,1944-03-27T06:00:00Z,3.2,15000,230,,Kunming China,Nanchang,6,,Tactical Bombing
FOURTEENTHAF-19440327-01,Fourteenth AF,P-38 Lightning,"6 B-25’s pound Viet Tri area, damaging 2 factories, a bridge, and several railroad cars. 60-plus P-40’s, P-38’s, and P-51’s attack troops and buildings at Sienning and Kwanyinchow hit bridge, warehouse, and general area at Anyi, damage bridges at Kienchang and Puchi, and pound Nanchang A/F and surrounding areas.",25.01,102.71,28.68,115.86,1944-03-27T06:00:00Z,2.5,20000,275,,Kunming China,Nanchang,,,Fighter
FOURTEENTHAF-19440327-02,Fourteenth AF,P-40 Warhawk,"6 B-25’s pound Viet Tri area, damaging 2 factories, a bridge, and several railroad cars. 60-plus P-40’s, P-38’s, and P-51’s attack troops and buildings at Sienning and Kwanyinchow hit bridge, warehouse, and general area at Anyi, damage bridges at Kienchang and Puchi, and pound Nanchang A/F and surrounding areas.",25.01,102.71,28.68,115.86,1944-03-27T06:00:00Z,2.4,15000,310,,Kunming China,Nanchang,,,Fighter
FOURTEENTHAF-19440327-03,Fourteenth AF,P-51 Mustang,"6 B-25’s pound Viet Tri area, damaging 2 factories, a bridge, and several railroad cars. 60-plus P-40’s, P-38’s, and P-51’s attack troops and buildings at Sienning and Kwanyinchow hit bridge, warehouse, and general area at Anyi, damage bridges at Kienchang and Puchi, and pound Nanchang A/F and surrounding areas.",25.01,102.71,28.68,115.86,1944-03-27T06:00:00Z,2.2,25000,362,,Kunming China,Nanchang,,,Fighter
FIFTHAF-19440327-00,Fifth AF,B-24 Liberator,"More than 200 B-24’s, B-25’s, A-20’s, P-47’s, P-40’s, and P-39’s attack storage areas, shipping, bridges, fuel dumps, enemy troop concentrations, and other tgts in areas around Wewak, Hansa Bay, Uligan Harbor, and Madang. Other aircraft carry out sweeps and armed rcn over New Britain and Bismarck Sea.",-6.59,146.73,-3.55,143.63,1944-03-27T06:00:00Z,1.2,22000,215,,Nadzab New Guinea,Wewak,200,,Reconnaissance
FIFTHAF-19440327-01,Fifth AF,B-25 Mitchell,"More than 200 B-24’s, B-25’s, A-20’s, P-47’s, P-40’s, and P-39’s attack storage areas, shipping, bridges, fuel dumps, enemy troop concentrations, and other tgts in areas around Wewak, Hansa Bay, Uligan Harbor, and Madang. Other aircraft carry out sweeps and armed rcn over New Britain and Bismarck Sea.",-6.59,146.73,-3.55,143.63,1944-03-27T06:00:00Z,1.1,15000,230,,Nadzab New Guinea,Wewak,,,Reconnaissance
FIFTHAF-19440327-02,Fifth AF,A-20 Havoc,"More than 200 B-24’s, B-25’s, A-20’s, P-47’s, P-40’s, and P-39’s attack storage areas, shipping, bridges, fuel dumps, enemy troop concentrations, and other tgts in areas around Wewak, Hansa Bay, Uligan Harbor, and Madang. Other aircraft carry out sweeps and armed rcn over New Britain and Bismarck Sea.",-6.59,146.73,-3.55,143.63,1944-03-27T06:00:00Z,0.9,10000,300,,Nadzab New Guinea,Wewak,,,Reconnaissance
FIFTHAF-19440327-03,Fifth AF,P-39 Airacobra,"More than 200 B-24’s, B-25’s, A-20’s, P-47’s, P-40’s, and P-39’s attack storage areas, shipping, bridges, fuel dumps, enemy troop concentrations, and other tgts in areas around Wewak, Hansa Bay, Uligan Harbor, and Madang. Other aircraft carry out sweeps and armed rcn over New Britain and Bismarck Sea.",-6.59,146.73,-3.55,143.63,1944-03-27T06:00:00Z,0.9,15000,290,,Nadzab New Guinea,Wewak,,,Reconnaissance
FIFTHAF-19440327-04,Fifth AF,P-40 Warhawk,"More than 200 B-24’s, B-25’s, A-20’s, P-47’s, P-40’s, and P-39’s attack storage areas, shipping, bridges, fuel dumps, enemy troop concentrations, and other tgts in areas around Wewak, Hansa Bay, Uligan Harbor, and Madang. Other aircraft carry out sweeps and armed rcn over New Britain and Bismarck Sea.",-6.59,146.73,-3.55,143.63,1944-03-27T06:00:00Z,0.8,15000,310,,Nadzab New Guinea,Wewak,,,Reconnaissance
FIFTHAF-19440327-05,Fifth AF,P-47 Thunderbolt,"More than 200 B-24’s, B-25’s, A-20’s, P-47’s, P-40’s, and P-39’s attack storage areas, shipping, bridges, fuel dumps, enemy troop concentrations, and other tgts in areas around Wewak, Hansa Bay, Uligan Harbor, and Madang. Other aircraft carry out sweeps and armed rcn over New Britain and Bismarck Sea.",-6.59,146.73,-3.55,143.63,1944-03-27T06:00:00Z,0.9,25000,350,,Nadzab New Guinea,Wewak,,,Reconnaissance
THIRTEENTHAF-19440327-00,Thirteenth AF,B-25 Mitchell,"23 B-25’s hit Wunapope with incendiaries. 34 FBs follow in rapid succession with another incendiary strike, leaving the entire vicinity in flames. 8 P-40’s hit fuel dump at mouth of Tekessi R.",-6.21,155.0,-4.35,152.14,1944-03-27T06:00:00Z,0.9,15000,230,,Torokina Bougainville,Wunapope,23,,Tactical Bombing
THIRTEENTHAF-19440327-01,Thirteenth AF,P-40 Warhawk,"23 B-25’s hit Wunapope with incendiaries. 34 FBs follow in rapid succession with another incendiary strike, leaving the entire vicinity in flames. 8 P-40’s hit fuel dump at mouth of Tekessi R.",-6.21,155.0,-4.35,152.14,1944-03-27T06:00:00Z,0.7,15000,310,,Torokina Bougainville,Wunapope,8,,Fighter
SEVENTHAF-19440327-00,Seventh AF,B-24 Liberator,"B-25’s and B-24’s from Tarawa hit Maloelap, Mille, and Wotje. B-25’s from Eniwetok Atoll bomb Jaluit and strafe and cannonade Ponape. A single B-24 from Tarawa bombs Jabor.",8.72,167.73,8.74,171.23,1944-03-27T06:00:00Z,1.0,22000,215,,Kwajalein Marshall Islands,Maloelap,,,Tactical Bombing
SEVENTHAF-19440327-01,Seventh AF,B-25 Mitchell,"B-25’s and B-24’s from Tarawa hit Maloelap, Mille, and Wotje. B-25’s from Eniwetok Atoll bomb Jaluit and strafe and cannonade Ponape. A single B-24 from Tarawa bombs Jabor.",8.72,167.73,8.74,171.23,1944-03-27T06:00:00Z,0.9,15000,230,,Kwajalein Marshall Islands,Maloelap,,,Tactical Bombing
TENTHAF-19440328-00,Tenth AF,B-24 Liberator,"In the Mogaung Valley 8 B-24’s bomb Kamaing storage area, while 60-plus FBs and 9 B-25’s furnish ground spt in Sumprabum, Mogaung, and Kamaing areas, and bomb storage and town areas of Manywet, Mohnyin, and Kamaing. 60 A-31’s over Chindwin area attack villages from Thaungdut north- ward, while 6 others hit Kalewa.",22.54,88.33,24.87,96.95,1944-03-28T06:00:00Z,0.9,22000,215,,Belvedere Palace Calcutta India,Mogaung,8,,Tactical Bombing
TENTHAF-19440328-01,Tenth AF,B-25 Mitchell,"In the Mogaung Valley 8 B-24’s bomb Kamaing storage area, while 60-plus FBs and 9 B-25’s furnish ground spt in Sumprabum, Mogaung, and Kamaing areas, and bomb storage and town areas of Manywet, Mohnyin, and Kamaing. 60 A-31’s over Chindwin area attack villages from Thaungdut north- ward, while 6 others hit Kalewa.",22.54,88.33,24.87,96.95,1944-03-28T06:00:00Z,0.8,15000,230,,Belvedere Palace Calcutta India,Mogaung,9,,Tactical Bombing
FOURTEENTHAF-19440328-00,Fourteenth AF,B-25 Mitchell,"4 B-25’s bomb barracks area at Vinh Yen, scoring direct hits on 4 buildings.",25.01,102.71,,,1944-03-28T06:00:00Z,,15000,230,,Kunming China,,4,,Tactical Bombing
FIFTHAF-19440328-00,Fifth AF,B-24 Liberator,B-24’s hit Hollandia and Penfoei.,-6.59,146.73,-2.53,140.72,1944-03-28T06:00:00Z,2.0,22000,215,,Nadzab New Guinea,Hollandia,,,Tactical Bombing
THIRTEENTHAF-19440328-00,Thirteenth AF,B-24 Liberator,"24 B-25’s bomb Tobera A/F, causing considerable damage to landing strip. FBs hit Ratawul supply area and SW part of Rabaul. A few P-40’s attack Numa Numa supply area, a single B-24 scores dam- aging hits on Japanese-held mission at Monoitu, and other planes hit scattered T/Os.",-6.21,155.0,-4.35,152.3,1944-03-28T06:00:00Z,0.9,22000,215,,Torokina Bougainville,Tobera,,,Tactical Bombing
THIRTEENTHAF-19440328-01,Thirteenth AF,B-25 Mitchell,"24 B-25’s bomb Tobera A/F, causing considerable damage to landing strip. FBs hit Ratawul supply area and SW part of Rabaul. A few P-40’s attack Numa Numa supply area, a single B-24 scores dam- aging hits on Japanese-held mission at Monoitu, and other planes hit scattered T/Os.",-6.21,155.0,-4.35,152.3,1944-03-28T06:00:00Z,0.9,15000,230,,Torokina Bougainville,Tobera,24,,Tactical Bombing
THIRTEENTHAF-19440328-02,Thirteenth AF,P-40 Warhawk,"24 B-25’s bomb Tobera A/F, causing considerable damage to landing strip. FBs hit Ratawul supply area and SW part of Rabaul. A few P-40’s attack Numa Numa supply area, a single B-24 scores dam- aging hits on Japanese-held mission at Monoitu, and other planes hit scattered T/Os.",-6.21,155.0,-4.35,152.3,1944-03-28T06:00:00Z,0.6,15000,310,,Torokina Bougainville,Tobera,,,Fighter
SEVENTHAF-19440328-00,Seventh AF,B-24 Liberator,"B-25’s from Abenama and Tarawa pound Jaluit, Mille, and Maloelap. A single B-24 from Kwajalein, en route to Eniwetok, bombs Rongelap. B-24’s, flying night mission from Kwajalein, bomb tgts Lt Truk.",8.72,167.73,7.45,151.83,1944-03-28T06:00:00Z,4.4,22000,215,,Kwajalein Marshall Islands,Truk,,,Tactical Bombing
SEVENTHAF-19440328-01,Seventh AF,B-25 Mitchell,"B-25’s from Abenama and Tarawa pound Jaluit, Mille, and Maloelap. A single B-24 from Kwajalein, en route to Eniwetok, bombs Rongelap. B-24’s, flying night mission from Kwajalein, bomb tgts Lt Truk.",8.72,167.73,7.45,151.83,1944-03-28T06:00:00Z,4.1,15000,230,,Kwajalein Marshall Islands,Truk,,,Tactical Bombing
TENTHAF-19440329-00,Tenth AF,B-24 Liberator,"In Chindwin area 70-plus A-31’s hit Japanese positions and T/Os near Tonzang, Homalin, Imphal, Ukhrul, Tamu, and Jessami. 20-plus P-51’s and B-25’s over Katha area hit railroad and warehouse at Indaw spt ground forces nearby. 12 P-38’s join numerous RAF airplanes in strikes on A/Fs, railroads, riverboats, and a variety of tgts in Mandalay area. 12 B-24’s pound Victoria Lake region near Rangoon. 80-plus FBs and a few B-25’s blast tgts throughout Mogaung Valley, including Waingmaw area, Mogaung, Nanyaseik, guns NE of Kamaing, and numerous scattered fortifications, supply areas, troop concentrations, and pillboxes. 80-plus other ftrs maintain patrol of Sumprabum area.",22.54,88.33,24.1,96.07,1944-03-29T06:00:00Z,1.0,22000,215,,Belvedere Palace Calcutta India,Indaw,12,,Patrol
TENTHAF-19440329-01,Tenth AF,B-25 Mitchell,"In Chindwin area 70-plus A-31’s hit Japanese positions and T/Os near Tonzang, Homalin, Imphal, Ukhrul, Tamu, and Jessami. 20-plus P-51’s and B-25’s over Katha area hit railroad and warehouse at Indaw spt ground forces nearby. 12 P-38’s join numerous RAF airplanes in strikes on A/Fs, railroads, riverboats, and a variety of tgts in Mandalay area. 12 B-24’s pound Victoria Lake region near Rangoon. 80-plus FBs and a few B-25’s blast tgts throughout Mogaung Valley, including Waingmaw area, Mogaung, Nanyaseik, guns NE of Kamaing, and numerous scattered fortifications, supply areas, troop concentrations, and pillboxes. 80-plus other ftrs maintain patrol of Sumprabum area.",22.54,88.33,24.1,96.07,1944-03-29T06:00:00Z,0.9,15000,230,,Belvedere Palace Calcutta India,Indaw,,,Patrol
TENTHAF-19440329-02,Tenth AF,P-38 Lightning,"In Chindwin area 70-plus A-31’s hit Japanese positions and T/Os near Tonzang, Homalin, Imphal, Ukhrul, Tamu, and Jessami. 20-plus P-51’s and B-25’s over Katha area hit railroad and warehouse at Indaw spt ground forces nearby. 12 P-38’s join numerous RAF airplanes in strikes on A/Fs, railroads, riverboats, and a variety of tgts in Mandalay area. 12 B-24’s pound Victoria Lake region near Rangoon. 80-plus FBs and a few B-25’s blast tgts throughout Mogaung Valley, including Waingmaw area, Mogaung, Nanyaseik, guns NE of Kamaing, and numerous scattered fortifications, supply areas, troop concentrations, and pillboxes. 80-plus other ftrs maintain patrol of Sumprabum area.",22.54,88.33,24.1,96.07,1944-03-29T06:00:00Z,0.7,20000,275,,Belvedere Palace Calcutta India,Indaw,12,,Patrol
TENTHAF-19440329-03,Tenth AF,P-51 Mustang,"In Chindwin area 70-plus A-31’s hit Japanese positions and T/Os near Tonzang, Homalin, Imphal, Ukhrul, Tamu, and Jessami. 20-plus P-51’s and B-25’s over Katha area hit railroad and warehouse at Indaw spt ground forces nearby. 12 P-38’s join numerous RAF airplanes in strikes on A/Fs, railroads, riverboats, and a variety of tgts in Mandalay area. 12 B-24’s pound Victoria Lake region near Rangoon. 80-plus FBs and a few B-25’s blast tgts throughout Mogaung Valley, including Waingmaw area, Mogaung, Nanyaseik, guns NE of Kamaing, and numerous scattered fortifications, supply areas, troop concentrations, and pillboxes. 80-plus other ftrs maintain patrol of Sumprabum area.",22.54,88.33,24.1,96.07,1944-03-29T06:00:00Z,0.6,25000,362,,Belvedere Palace Calcutta India,Indaw,,,Patrol
FOURTEENTHAF-19440329-00,Fourteenth AF,P-40 Warhawk,"12 P-40’s and 3 P-51’s attack railroad station area at Nanchang, causing much damage to buildings and yards. The FBs also strafe A/F and attack nearby bridge.",25.01,102.71,28.68,115.86,1944-03-29T06:00:00Z,2.4,15000,310,,Kunming China,Nanchang,12,,Fighter
FOURTEENTHAF-19440329-01,Fourteenth AF,P-51 Mustang,"12 P-40’s and 3 P-51’s attack railroad station area at Nanchang, causing much damage to buildings and yards. The FBs also strafe A/F and attack nearby bridge.",25.01,102.71,28.68,115.86,1944-03-29T06:00:00Z,2.2,25000,362,,Kunming China,Nanchang,3,,Fighter
FIFTHAF-19440329-00,Fifth AF,B-24 Liberator,"Gen Prentiss is announced as CG V AFSC and Gen Carter as CG 54th TC Wg. B-24’s bomb Hollandia. B-25’s and A-20’s pound Wewak area, hitting tgts at Cape Wom and Dagua and attacking shipping throughout the day. More A-20’s pound Bogia-Bunabun area and P-39’s hit AA position at Erima in Madang area. P-47’s and P-40’s on ftr sweep and armed rcn strafe coastal T/Os in NE New Guinea and New Britain.",-6.59,146.73,-2.53,140.72,1944-03-29T06:00:00Z,2.0,22000,215,,Nadzab New Guinea,Hollandia,,,Reconnaissance
FIFTHAF-19440329-01,Fifth AF,B-25 Mitchell,"Gen Prentiss is announced as CG V AFSC and Gen Carter as CG 54th TC Wg. B-24’s bomb Hollandia. B-25’s and A-20’s pound Wewak area, hitting tgts at Cape Wom and Dagua and attacking shipping throughout the day. More A-20’s pound Bogia-Bunabun area and P-39’s hit AA position at Erima in Madang area. P-47’s and P-40’s on ftr sweep and armed rcn strafe coastal T/Os in NE New Guinea and New Britain.",-6.59,146.73,-2.53,140.72,1944-03-29T06:00:00Z,1.9,15000,230,,Nadzab New Guinea,Hollandia,,,Reconnaissance
FIFTHAF-19440329-02,Fifth AF,A-20 Havoc,"Gen Prentiss is announced as CG V AFSC and Gen Carter as CG 54th TC Wg. B-24’s bomb Hollandia. B-25’s and A-20’s pound Wewak area, hitting tgts at Cape Wom and Dagua and attacking shipping throughout the day. More A-20’s pound Bogia-Bunabun area and P-39’s hit AA position at Erima in Madang area. P-47’s and P-40’s on ftr sweep and armed rcn strafe coastal T/Os in NE New Guinea and New Britain.",-6.59,146.73,-2.53,140.72,1944-03-29T06:00:00Z,1.4,10000,300,,Nadzab New Guinea,Hollandia,,,Reconnaissance
FIFTHAF-19440329-03,Fifth AF,P-39 Airacobra,"Gen Prentiss is announced as CG V AFSC and Gen Carter as CG 54th TC Wg. B-24’s bomb Hollandia. B-25’s and A-20’s pound Wewak area, hitting tgts at Cape Wom and Dagua and attacking shipping throughout the day. More A-20’s pound Bogia-Bunabun area and P-39’s hit AA position at Erima in Madang area. P-47’s and P-40’s on ftr sweep and armed rcn strafe coastal T/Os in NE New Guinea and New Britain.",-6.59,146.73,-2.53,140.72,1944-03-29T06:00:00Z,1.6,15000,290,,Nadzab New Guinea,Hollandia,,,Reconnaissance
FIFTHAF-19440329-04,Fifth AF,P-40 Warhawk,"Gen Prentiss is announced as CG V AFSC and Gen Carter as CG 54th TC Wg. B-24’s bomb Hollandia. B-25’s and A-20’s pound Wewak area, hitting tgts at Cape Wom and Dagua and attacking shipping throughout the day. More A-20’s pound Bogia-Bunabun area and P-39’s hit AA position at Erima in Madang area. P-47’s and P-40’s on ftr sweep and armed rcn strafe coastal T/Os in NE New Guinea and New Britain.",-6.59,146.73,-2.53,140.72,1944-03-29T06:00:00Z,1.4,15000,310,,Nadzab New Guinea,Hollandia,,,Reconnaissance
FIFTHAF-19440329-05,Fifth AF,P-47 Thunderbolt,"Gen Prentiss is announced as CG V AFSC and Gen Carter as CG 54th TC Wg. B-24’s bomb Hollandia. B-25’s and A-20’s pound Wewak area, hitting tgts at Cape Wom and Dagua and attacking shipping throughout the day. More A-20’s pound Bogia-Bunabun area and P-39’s hit AA position at Erima in Madang area. P-47’s and P-40’s on ftr sweep and armed rcn strafe coastal T/Os in NE New Guinea and New Britain.",-6.59,146.73,-2.53,140.72,1944-03-29T06:00:00Z,1.4,25000,350,,Nadzab New Guinea,Hollandia,,,Reconnaissance
