source_page,serial_number,name,identification,delivery,assignment,off_inventory,circumstances
68,44-61969,,119/1954,USAF,,7/14/1954,Salvaged Davis-Monthan
68,44-61970,,7/1111945,9BG,,6/17/1953,Reclaimed Davis-Monthan
68,44-61971,,7/1111945,580ARC,,6/23/1953,Reclaimed
68,44-61972,,7/12/1945,93BG,,9/14/1954,Reclaimed Hamilton
68,44-61973,,7/12/1945,376BW,,6/14/1954,Reclaimed
68,44-61974,,7/1111945,53WRS,,,Unknown
68,44-61974,,CIRCLEE 7/1111945,22BG,,,Convened to WB-29
68,44-61975,,7/13/1945,582ARC,,9/12/1954,Reclaimed Molesworth
68,44-61976,,CIRCLEZ 7/13/1945,90RCN,,9/9/1954,Salvaged at Davis-Monthan
68,44-61977,,7/12/1945,376BW,,9/9/1954,Salvaged at Davis-Monthan
68,44-61978,,,,,3/3111951,Transferred to RAF
68,44-61978,,3/3111951,RAF,,115/1954,Returned to USAF
68,44-61978,,115/1954,USAF,,8/22/1954,Transferred to Navy
68,44-61979,,7/14/1945,3415tTTN,,7/14/1954,Salvaged at Davis-Monthan
68,44-61980,,7/13/1945,308BW,,9/30/1953,Reclaimed Davis-Monthan
68,44-61981,,SQUARE A 7/13/1945,301BG,,10/4/1954,Reclaimed
68,44-61981,CHEECHAKO,SQUARE! 7/13/1945,91RCN,,,Transferred to 9 lRCN
68,44-61982,,TRIANGLEO 7/16/1945,97BG,,10/15/1950,Transferred to RAF
68,44-61982,,10/15/1950,RAF,,8/1111953,Returned to USAF
68,44-61982,,8/1111953,USAF,,7/14/1954,Reclaimed
68,44-61983,,,,,7/14/1954,Salvaged at Davis-Monthan
68,44-61984,,CIRCLEZ 7/16/1945,90RCN,,9/8/1953,Reclaimed Davis-Monthan
68,44-61985,,7/14/1945,7RDC,,7/14/1954,Salvaged at Davis-Monthan
68,44-61986,,SQUARE EMPTY 7/14/1945,2BG,,,Unknown
68,44-61987,,SQUARE A 7/17/1945,301BG,,7/3111953,Reclaimed
68,44-61988,,,,,,Unknown
68,44-61989,,7/14/1945,16PHRCN,,8/19/1954,Reclaimed Kelly
68,44-61990,QUANTRELI:S RAIDERS,7/17/1945,320BW,,9/28/1954,Reclaimed McClellan
68,44-61991,THE ANGELLIC PIG,BLKSQF 7/14/1945,40BG,,8/19/1954,Reclaimed Kelly
68,44-61991,,7/14/1945,40BG,,8/19/1954,Reclaimed Kelly
68,44-61992,,7/14/1945,320BW,,9/28/1954,Reclaimed McClellan
68,44-61993,,7/19/1945,4141BU,,6/17/1953,Reclaimed Davis-Monthan
68,44-61994,,7/16/1945,68BW,,9/14/1954,Reclaimed Davis-Monthan
68,44-61995,,7/17/1945,4141BU,,9/22/1953,Reclaimed Pyote
68,44-61996,,7/17/1945,320BW,,7/14/1954,Reclaimed Davis-Monthan
68,44-61997,,CIRCLEZ 7/20/1945,90RCN,,9/8/1953,Reclaimed
69,44-61998,,711911945,4105BU,911411953,,Reclaimed Tinker
69,44-61999,OVER EXPOSED SQUARE,EMPTY 711911945,2BG,111311948,,Crashed from Scampton to Burtonwood
69,44-61999,KAMODEHEAD BLKSQF,711911945,16PRS,,,Transfer to 2 BG
69,44-62000,,711711945,91SRC,8/1911954,,Reclaimed Kelly
69,44-62001,,7/20/1945,4141BU,211111951,,Transferred to RAF
69,44-62001,,211111951,RAF,111311953,,Returned to USAF
69,44-62001,,111311953,USAF,9/8/1954,,Reclaimed
69,44-62002,BLKSTRP,711911945,19BG,711411954,,Reclaimed McClellan
69,44-62003,,7/28/1945,4141BU,311811951,,Transferred to RAF
69,44-62003,,311811951,RAF,112211954,,Returned to USAF
69,44-62003,,112211954,USAF,8/8/1954,,Reclaimed
69,44-62004,,7/20/1945,3415TTN,8/3111953,,Reclaimed
69,44-62005,,7/2111945,4141BU,311811951,,Transferred to RAF
69,44-62005,,31811951,RAF,112211954,,Returned to USAF
69,44-62005,,112211954,USAF,9/8/1954,,Reclaimed
69,44-62006,,,,51311951,,Transferred to RAF
69,44-62006,,51311951,RAF,2/2511954,,Returned to USAF
69,44-62006,,2/2511954,USAF,511711954,,Transferred to Navy
69,44-62007,,7/2111945,43BG,711411954,,Reclaimed McClellan
69,44-62008,BLKSTRP,7/20/1945,19BG,711411954,,Salvaged at Davis-Monthan
69,44-62009,SQUAREH,7/20/1945,98BG,8/1611954,,Assigned Storage Sqdn at Davis-Monthan
69,44-62010,LUCKY STRIKE II SQUAREH,911011945,98BG,9/8/1954,,Reclaimed Davis-Monthan
69,44-62010,LUCKY STRIKE II CIRCLE,W 911011945,92BG,9/8/1954,,Reclaimed Davis-Monthan
69,44-62011,BLKSTRPGRN,,19BG,12/3011952,,Shot down 25 miles N of Pyongyang
69,44-62012,,7/2311945,4121BU,121311950,,Transferred to RAF
69,44-62012,,121311950,RAF,111311953,,Returned to RAF
69,44-62012,,111311953,USAF,9/8/1954,,Reclaimed
69,44-62013,,,,51311951,,Transferred to RAF
69,44-62013,,51311951,RAF,111911954,,Returned to USAF
69,44-62013,,111911954,USAF,711411954,,Reclaimed Davis-Monthan
69,44-62014,,,,6/411951,,Transferred to RAF
69,44-62014,,6/411951,RAF,11511954,,Returned to USAF
69,44-62014,,11511954,USAF,8/8/1954,,Reclaimed Davis-Monthan
69,44-62015,,7/18/1945,,711411954,,Salvaged at Davis-Monthan
69,44-62016,SQUARE,A 7/18/1945,301BG,311611951,,Transferred to RAF
69,44-62016,,311611951,RAF,6/18/1953,,Returned to USAF
69,44-62016,,6/18/1953,USAF,711411954,,Reclaimed Davis-Monthan
69,44-62017,,7/20/1945,4141BU,9/2211953,,Reclaimed Pyote
69,44-62018,,7/2111945,,611711953,,Reclaimed Davis-Monthan
69,44-62019,,7/2311945,,6/411951,,Transferred to RAF
69,44-62019,,6/411951,RAF,12/1/1953,,Returned to USAF
69,44-62019,,12/1/1953,USAF,311411954,,Reclaimed Davis-Monthan
69,44-62020,,7/2111945,4000EXG,,,Reclaimed Griffis
69,44-62021,,7/2511945,,3/2911954,,Reclaimed Davis-Monthan
69,44-62022,OLD DOUBLE DEUCE CIRCLEX,7/2111945,5RCN,12/711953,,Reclaimed Tinker
69,44-62022,PEACHY,7/2111945,91SRS,,,Unknown
69,44-62023,SQUARE,Y 7/2711945,307BG,9/28/1954,,Reclaimed McClellan
69,44-62024,,7/2311945,,12/10/1953,,Reclaimed Davis-Monthan
69,44-62025,BLKSTRPRED,,19BG,,,Unknown
69,44-62026,,7/2311945,,5/2511954,,Assigned Storage Sqdn at Davis-Monthan
69,44-62027,,7/2411945,,10/2111954,,Reclaimed Tinker
69,44-62028,,7/2411945,68BG,,,Unknown
69,44-62029,,7/2411945,,711911953,,Assigned Storage Sqdn at Davis-Monthan
69,44-62030,,,,6/20/1951,,Transferred to RAF
69,44-62030,,6/20/1951,RAF,111511954,,Returned to USAF
69,44-62030,,111511954,USAF,711411954,,Reclaimed Davis-Monthan
69,44-62031,,,,311411951,,Transferred to RAF
69,44-62031,,311411951,RAF,2/211953,,"Crashed England, written off"
69,44-62032,,,,311411951,,Transferred to RAF
69,44-62032,,311411951,RAF,1111711953,,Returned to USAF
69,44-62032,,1111711953,USAF,711411954,,Reclaimed Davis-Monthan
69,44-62033,,7/2511945,376BG,111511953,,Assigned Storage Sqdn at Davis-Monthan
69,44-62034,PADDY DADDY,7/2511945,,91111954,,Reclaimed Yokota
69,44-62035,,7/2711945,310BG,5/2511954,,Assigned Storage Sqdn at Davis-Monthan
69,44-62036,,7/2511945,,91911954,,Salvaged at Davis-Monthan
70,44-62037,,712711945,4141BU,,3/20/1951,Transferred to RAF
70,44-62037,,3/20/1951,RAF,,2/15/1954,Returned to USAF
70,44-62037,,2/15/1954,USAF,,7/14/1954,Reclaimed Davis-Monthan
70,44-62038,,TRIANGLE 712711945,6BG,,7/14/1954,Reclaimed McClellan
70,44-62039,,,,,211911952,Salvaged
70,44-62040,,712711945,4141BU,,712311953,Assigned Storage Sqdn at Davis-Monthan
70,44-62041,,SQUAREH 712711945,98BG,,3/14/1954,Assigned Storage Sqdn at Davis-Monthan
70,44-62042,,SQUAREH,98BG,,,Unknown
70,44-62043,,712711945,,4121BU,12/5/1950,Transferred to RAF
70,44-62043,,12/5/1950,,RAF,71711953,Returned to USAF
70,44-62043,,71711953,,USAF,9/14/1953,Reclaimed Davis-Monthan
70,44-62044,,CIRCLEK 7/30/1945,,9BG,7/14/1954,Salvaged at Davis-Monthan
70,44-62045,,7/30/1945,,,91911954,Salvaged at Davis-Monthan
70,44-62046,,,,,5/9/1951,Transferred to RAF
70,44-62046,,5/9/1951,,RAF,2/22/1954,Returned to USAF
70,44-62046,,2/22/1954,,USAF,6/8/1954,Trasnsferred to Navy
70,44-62047,,7/30/1945,,320BG,711311953,Reclaimed Davis-Monthan
70,44-62048,,7/30/1945,,,6/20/1954,Reclaimed Davis-Monthan
70,44-62049,,,,,,Unknown
70,44-62050,,,,,311311951,Transferred to RAF
70,44-62050,,3/3111951,,RAF,4/4/1954,Returned to USAF
70,44-62050,,4/4/1954,,USAF,10/4/1954,Reclaimed Davis-Monthan
70,44-62051,,CIRCLE Z 7/28/1945,,90RCN,911711953,Assigned Storage Sqdn at Davis-Monthan
70,44-62052,CAT GIRL,BLKSTRPGRN 6/17/1950,,19BG,7/14/1954,Salvaged at Davis-Monthan
70,44-62053,ROCK HAPPY,BLKSTRPRED 7/28/1945,,19BG,7/14/1954,Salvaged at Davis-Monthan
70,44-62054,,CIRCLET 7/30/1945,,44BG,9/28/1954,Reclaimed McClellan
70,44-62055,,CIRCLET 7/30/1945,,44BG,7/14/1954,Reclaimed McClellan
70,44-62056,,CIRCLET 7/30/1945,,44BG,7/14/1954,Reclaimed McClellan
70,44-62057,,7/30/1945,,4121BU,12/6/1954,Reclaimed Tinker
70,44-62058,,,,,711911951,Transferred to RAF
70,44-62058,,711911951,,RAF,115/1954,Returned to USAF
70,44-62058,,115/1954,,USAF,7/14/1954,Salvaged Davis-Monthan
70,44-62059,,CIRCLE Z 7/3111945,,90RCN,91911954,Salvaged at Davis-Monthan
70,44-62060,SPIRIT OF FREEPORT,CIRCLEE 7/3111945,,22BG,10/00/50,Transferred to 307BG when 22nd rotated
70,44-62060,SPIRIT OF FREEPORT,SQUAREY 10/00/50,,307BG,9/28/1954,Reclaimed McClellan
70,44-62061,,7/3111945,,,912211954,Reclaimed Tinker
70,44-62062,,SQUARE A 7/3111945,,301BG,612911950,Transferred to RAF
70,44-62062,,612911950,,RAF,71711953,Returned to USAF
70,44-62062,,71711953,,USAF,9/8/1954,Reclaimed Davis-Monthan
70,44-62063,BIG SHMOO,BLKSTRPRED,,19BG,,Unknown
70,44-62064,,SQUARE A 7/3111945,,301BG,12/16/1948,Surveyed Germany
70,44-62065,,CIRCLE W 7/3111945,,92BG,712111953,Reclaimed Hill
70,44-62066,TOWNSWICK'S TERRORS,SQUAREH 7/3111945,,98BG,11117/1953,Reclaimed Hill
70,44-62067,,7/3111945,,68BG,7/26/1953,In storage Davis-Monthan
70,44-62068,,SQUARE A 7/3111945,,301BG,7/14/1954,Salvaged at Davis-Monthan
70,44-62069,,8/7/1945,,523ABG,612211949,Salvaged at Lagens
70,44-62070,FIFI,,,,,Still flying with CAF
70,44-62070,LUCKY STRIKE,,,310BG,,Still flying with CAF
70,44-62071,,BLKSTRPBLU,,19BG,10/27/1951,"Crash landed K-14, Korea, salvaged"
70,44-62072,,SQUARE A 7/3111945,,301BG,7/14/1954,Salvaged at Davis-Monthan
70,44-62073,,SQUAREY,,307BG,1118/1952,Shot down on night mission
70,44-62074,,8/111945,,97BG,121911950,Transferred to RAF
70,44-62074,,121911950,,RAF,10/20/1953,Returned to USAF
70,44-62074,,10/20/1953,,USAF,7/14/1954,Reclaimed Davis-Monthan
70,44-62075,,CIRCLET 8/111945,,44BG,1117/1954,Assigned Storage Sqdn at Davis-Monthan
70,44-62076,,SQUAREH 8/111945,,98BG,3/8/1949,Surveyed at kadena
70,44-62077,,8/2/1945,,,12/3111954,Reclaimed Hickam
70,44-62078,,,,,1212911951,Surveyed
70,44-62079,,8/3/1945,,22BG,3/14/1954,Reclaimed Robins
70,44-62080,,8/2/1945,,,,Unknown
70,44-62081,,8/111945,,68BG,,Unknown
70,44-62082,,CIRCLE W 8/111945,,92BG,7/14/1954,Reclaimed McClellan
70,44-62083,,SQUAREY,,307BG,113111952,"Operational loss, missing from Kadena"
70,44-62084,,CIRCLE W 8/2/1945,,92BG,91911950,"Flak at Wolbang-ni, exploded"
70,44-62085,,CIRCLET 8/2/1945,,44BG,9/28/1954,Reclaimed McClellan
71,44-62086,CIRCLET,8/2/1945,44BG,9/13/1954,,Reclaimed Davis-Monthan
71,44-62087,,8/2/1945,68BG,7/22/1953,,Assigned Storage Sqdn at Davis-Monthan
71,44-62088,GIRL,8/2/1945 8/3/1945,320BG 56WRS,9/28/1954 12/3111954,,Reclaimed McClellan Reclaimed Kindley
71,44-62090,SQUARE,A 8/3/1945,301BG,,,Converted to weather plane
71,44-62090,,8/3/1945,,9/22/1954,,Reclaimed Tinker
71,44-62091,,8/6/1945,68BG,7/14/1953,,Storage at Davis-Monthan
71,44-62092,SQUARE,A 8/3/1945,301BG,7/14/1954,,Salvaged at Davis-Monthan
71,44-62093,,8/1111945,,11120/1951,,Crashed
71,44-62094,,8/5/1945,54WRS,8/24/1954,,Reclaimed Robins
71,44-62095,,8/6/1945,310BG,7/2111953,,Assigned Storage Sqdn at Davis-Monthan
71,44-62096,SQUAREY,8/8/1945,307BG,11116/1954,,Assigned Storage Sqdn at Davis-Monthan
71,44-62097,,8/9/1945,611EXPGP,2/2/1955,,Reclaimed Tinker
71,44-62098,SQUARE,A 8/9/1945,301BG,4/7/1949,,Surveyed Great Falls
71,44-62098,SQUAREH BABY BLKSTRPRED,8/9/1945 8/9/1945,98BG 19BG,4/7/1949 7/14/1954,,Surveyed Great Falls Salvaged at Davis-Monthan
71,44-62100,CIRCLE,W 8/9/1945,92BG,3/18/1949,,Salvaged England
71,44-62100,SQUARE,EMPTY,2BG,,,Unknown
71,44-62101,SQUAREY,,307BG,4/3/1951,,Transferred to RAF
71,44-62101,,4/3/1951,RAF,7/22/1953,,Returned to USAF
71,44-62101,DELIGHT SQUAREH,7/22/1953 10/00/50,USAF 98BG,9/2111954 11/19/1952,,"Reclaimed Davis-Monthan Ch' o-Do Island, North Korea"
71,44-62102,CIRCLE,W 8/9/1945,92BG,10/00/50,,Transferred to 19BG or 307BG Oct 1950
71,44-62102,SQUAREY ASS SQUAREH,8/9/1945 8/9/1945,307BG 98BG,11119/1952 9/28/1954,,"Ch' o-Do Island, North Korea Reclaimed McClellan"
71,44-62104,,8/8/1945,326BU,12/4/1953,,Reclaimed Robins
71,44-62105,,,,5/25/1951,,Transferred to RAF
71,44-62105,,5/25/1951,RAF,2/15/1954,,Returned to USAF
71,44-62105,"WILLIN', WANTON SQUAREH ROOMER SQUAREH",2/15/1954 8/8/1945 8/8/1945,USAF 98BG 98BG,7/14/1954 5/19/1953 5/19/1953,,Reclaimed Davis-Monthan Assigned Storage Sqdn at Davis-Monthan Assigned Storage Sqdn at Davis-Monthan
71,44-62107,CIRCLET SQUAREH,8/1111945,44BG 98BG,7/14/1954 4/10/1951,,Reclaimed McClellan Crashed Taegu-two engines out
71,44-62109,CIRCLET,8/1111945,44BG,9/8/1954,,Assigned Lake Charles
71,44-62110,BLKSTRP,10/2/1945,19BG,9/28/1954,,Reclaimed McClellan
71,44-62111,CIRCLE,W 9/14/1945,92BG,12/18/1950,,Surveyed at Yokota
71,44-62112,CIRCLE,Z 8/22/1945,90RCN,,,Unknown
71,44-62113,CIRCLE,Z 8/25/1945,90RCN,9/9/1954,,Salvaged at Davis-Monthan
71,44-62114,CIRCLE,W 8/1111945,92BG,6/9/1948,,Surveyed Spokane
71,44-62115,,8/1111945,,9/12/1954,,Reclaimed Davis-Monthan
71,44-62116,SQUAREY,8/20/1945,307BG,11116/1954,,Reclaimed Davis-Monthan
71,44-62117,,,,5/17/1951,,Transferred to RAF
71,44-62117,,5/17/1951,RAF,115/1954,,Returned to USAF
71,44-62117,,115/1954,USAF,9/8/1954,,Reclaimed Davis-Monthan
71,44-62118,CIRCLE,Z 8/1111945,90RCN,2/2/1954,,Assigned Storage Sqdn at Davis-Monthan
71,44-62119,,,,5/18/1952,,Salvaged
71,44-62120,,8/14/1945,68BG,9/13/1954,,Reclaimed Davis-Monthan
71,44-62121,SQUAREY,8/14/1945,307BG,117/1953,,Assigned Storage Sqdn at Davis-Monthan
71,44-62122,CIRCLE,Z 8/27/1945,90RCN,9/7/1953,,Assigned Storage Sqdn at Davis-Monthan
71,44-62123,,8/14/1945,308WG,11117/1953,,Reclaimed Hill
71,44-62124,,8/18/1945,303BG,7/14/1954,,Reclaimed McClellan
71,44-62125,,8/14/1945,513WRS,,,Last at Tinker 10/54
71,44-62126,,8/14/1945,308WRG,10/25/1949,,Salvaged at Muroc
71,44-62127,FRONT FRONT,8/14/1945 11127/1950,308WRG RAF,4/111950 11/27/1950 1127/1954,,Surveyed Transferred to RAF Crashed England
71,44-62129,,,,3/30/1951,,Transferred to RAF
71,44-62129,,3/30/1951,RAF,114/1954,,Returned to USAF
71,44-62129,,114/1954,USAF,4/8/1954,,Transferred to Navy
71,44-62130,,8/14/1945,376BG,116/1955,,Assigned Storage Sqdn at Davis-Monthan
71,44-62131,,8/18/1945,376BG,115/1953,,Assigned Storage Sqdn at Davis-Monthan
71,44-62132,CIRCLET,8/18/1945,44BG,9/28/1954,,Reclaimed McClellan
71,44-62133,,8/24/1945,308BG,7/15/1953,,Assigned Storage Sqdn at Davis-Monthan
71,44-62134,CIRCLET,8/14/1945,44BG,7/14/1954,,Reclaimed
71,44-62135,CIRCLET,8/14/1945,44BG,6/15/1951,,Transferred to RAF
72,44-62135,,,611511951,RAF,311611954,Returned to USAF
72,44-62135,,,311611954,USAF,711411954,Salvaged Davis-Monthan
72,44-62136,,,8/18/1945,320BG,912811954,Reclaimed McClellan
72,44-62137,,CIRCLET,8/20/1945,44BG,711411954,Reclaimed McClellan
72,44-62138,,,8/20/1945,310BW,312811954,Assigned Storage Sqdn at Davis-Monthan
72,44-62139,,,8/2211945,4000BU,712211946,Surveyed at Wright-Patterson
72,44-62140,,,8/20/1945,320BG,711411954,Reclaimed McClellan
72,44-62141,,SQUAREH,8/2111945,98BG,8/2311949,Salvaged Scultho
72,44-62142,,SQUARE A,8/2111945,301BG,611711953,Assigned Storage Sqdn at Davis-Monthan
72,44-62143,,CIRCLER,8/2111945,28BG,511111953,Assigned Storage Sqdn at Davis-Monthan
72,44-62144,,,8/2111945,,,Unknown
72,44-62145,,SQUAREP,8/2111945,306BW,911311954,Reclaimed Davis-Monthan
72,44-62146,,,8/2211945,,21711955,Reclaimed Tinker
72,44-62147,,,8/2311945,4121BU,1012011950,Sutveyed at Randolph
72,44-62148,,,8/2211945,4141BU,912211953,Reclaimed Pyote
72,44-62149,,CIRCLET,8/2111945,44BG,611711953,Reclaimed Davis-Monthan
72,44-62150,,SQUAREY,8/2111945,307BG,1111611954,Assigned Storage Sqdn at Davis-Monthan
72,44-62151,LONESUM POLL CAT,,8/2211945,308WG,,Unknown
72,44-62151,LONESOME POLECAT,,8/2211945,308WG,,Unknown-at Eielsen 12/31154
72,44-62152,STATESIDE REJECT,BLKSTRPRED,812411950,19BG,1211911950,"Sutveyed Kadena, 11115/50 TIO crash"
72,44-62153,,,8/2311945,2753BU,311011951,Transferred to RAF
72,44-62153,,,311011951,RAF,312811954,Returned to USAF
72,44-62153,,,312811954,USAF,511211954,Reclaimed Davis-Monthan
72,44-62154,,,,,311311951,Transferred to RAF
72,44-62154,,,311311951,RAF,712811953,Returned to USAF
72,44-62154,,,712811953,USAF,91811954,Reclaimed Davis-Monthan
72,44-62155,,,8/2211945,4121BU,1112011950,Transferred to RAF
72,44-62155,,,1112011950,RAF,811811953,Returned to USAF
72,44-62155,,,811811953,USAF,91811954,Reclaimed Davis-Monthan
72,44-62156,,,8/2311945,308WG,,At Hickam 12/31154
72,44-62157,POLAR QUEEN,,8/2311945,308WG,1211611948,Salvaged at Ladd
72,44-62158,,SQUARE A,8/28/1945,301BG,711411954,Salvaged at Davis-Monthan
72,44-62159,,SQUARE A,8/2311945,301BG,71711950,Transferred to RAF
72,44-62159,,,71711950,RAF,1111711953,Returned to USAF
72,44-62159,,,1111711953,USAF,711411954,Reclaimed Davis-Monthan
72,44-62160,,CIRCLEE,8/2311945,22BG,711411954,Reclaimed McClellan
72,44-62161,,CIRCLEZ,10/3111945,90RCN,511111953,Assigned Storage Sqdn at Davis-Monthan
72,44-62162,,,8/2411945,90BG,1211211953,Assigned Storage Sqdn at Davis-Monthan
72,44-62163,POLAR QUEEN,,8/2511945,375WRS,,At Tinker 117/55
72,44-62164,,,,,612511952,Sutveyed
72,44-62165,,CIRCLEZ,8/2411945,90RCN,911811953,Assigned Storage Sqdn at Davis-Monthan
72,44-62166,FUJI GMO,BLKSTRPRED,,19BG,712211952,"Engine fire, exploded"
72,44-62167,,SQUAREH,,98BG,813011952,Crashed 4 miles east of Taegu (K-2)
72,44-62168,,,812711945,,312811954,Assigned Storage Sqdn at Davis-Monthan
72,44-62169,,,812711945,4141BU,212811953,Reclaimed Pyote
72,44-62170,,BLKSTRP,8/28/1945,19BG,711411954,Salvaged at Davis-Monthan
72,44-62171,,,8/28/1945,,312811954,Assigned Storage Sqdn at Davis-Monthan
72,44-62172,,,911011945,4105BU,612911953,Assigned Storage Sqdn at Davis-Monthan
72,44-62173,,SQUAREH,911011945,98BG,912811954,Reclaimed McClellan
72,44-62174,,,812911945,376BG,11511953,Assigned Storage Sqdn at Davis-Monthan
72,44-62175,,,812911945,68BG,31411954,Assigned Storage Sqdn at Davis-Monthan
72,44-62176,,,8/28/1945,4141BU,912211953,Reclaimed Pyote
72,44-62177,,CIRCLEZ,91111945,90RCN,611111953,Assigned Storage Sqdn at Davis-Monthan
72,44-62178,,,812711945,308BG,,Unknown
72,44-62179,,,8/28/1945,308BG,,Unknown
72,44-62180,,,,,,Unknown
72,44-62181,,SQUAREP,8/28/1945,306BG,711411954,Reclaimed McClellan
72,44-62182,,SQUAREY,812911945,307BG,1111611954,Reclaimed Davis-Monthan
72,44-62183,HOT TO GO,BLKSTRPGRN,,19BG,6/1011952,Mig Rocket attack
72,44-62184,,SQUAREY,812911945,307BG,112711955,Assigned AMC
72,44-62185,,,8/3011945,68BG,10/3111954,Assigned Storage Sqdn at Davis-Monthan
72,44-62186,CHIEF MAC'S 10 LITTLE INDIANS,SQUAREH,,98BG,,Unknown
72,44-62187,,,911011945,68BG,,Unknown
72,44-62188,TREMLIN GREMLINS,CIRCLE W,8/3011945,92BG,711411954,Salvaged at Davis-Monthan
72,44-62189,,,812911945,4105BU,5/10/1954,Reclaimed Davis-Monthan
73,44-62190,,YLWBANDS 9/10/1945,,,9/22/1954,Reclaimed Tinker
73,44-62191,,9/10/1945,310BG,,3/28/1954,Assigned Storage Sqdn at Davis-Monthan
73,44-62192,,SQUAREY 8/30/1945,307BG,,11/16/1954,Reclaimed Davis-Monthan
73,44-62193,,8/30/1945,4121BU,,7/14/1954,Salvaged at Davis-Monthan
73,44-62194,,YLWBANDS 9/10/1945,3RESGP,,10/111954,Reclaimed Davis-Monthan
73,44-62195,HOPPEN,9/4/1945 CIRCLEE 8/30/1945,375RCNW 22BG,,9/22/1954 9/28/1954,Reclaimed Tinker Reclaimed McClellan
73,44-62197,,9/4/1945,308WG,,113/1955,At Tinker
73,44-62198,,SQUARE EMPTY,2BG,,10/3111950,Transferred to RAF
73,44-62198,,SQUAREY 8/30/1945,307BG,,10/3111950,Transferred to RAF
73,44-62198,,10/3111950,RAF,,8/25/1953,Returned to USAF
73,44-62198,,8/25/1953,USAF,,9/14/1953,Reclaimed Tinker
73,44-62199,,CIRCLEE 8/30/1945,22BG,,5/18/1953,Assigned Storage Sqdn at Davis-Monthan
73,44-62200,,8/30/1945,308WRG,,6/18/1948,Surveyed at Fairfield
73,44-62201,,BLKSTRP,19BG,,7/14/1954,Reclaimed Davis-Monthan
73,44-62201,,,,,,Unknown; WB-29
73,44-62202,,9/4/1945,,,11/25/1954,Reclaimed Tinker
73,44-62203,,9/4/1945,580ASL,,,Unknown-Record card page missing
73,44-62204,,9/4/1945,581ASL,,,Unknown
73,44-62205,,9/4/1945,4000BU,,7/14/1954,Salvaged at Davis-Monthan
73,44-62206,EACH HIS OWN,9/4/1945 SQUAREH,581ASL 98BG,,,At Kadena 10/24/54 Unknown
73,44-62208,,CIRCLE W 9/4/1945,92BG,,10/00/50,Transfer to 307BG when 92nd rotated
73,44-62208,,SQUAREY 10/00/50,307BG,,2/111955,Assigned Storage Sqdn at Davis-Monthan
73,44-62209,,SQUAREY 9/20/1945,307BG,,11/16/1954,Assigned Storage Sqdn at Davis-Monthan
73,44-62210,,9/30/1945,,,7/14/1954,Salvaged at Davis-Monthan
73,44-62211,,9/19/1945,581ASL,,,At Kadena 10/24/54
73,44-62212,UNDERTAKER,9/20/1945 SQUAREH 9/20/1945,98BG,,7/14/1954 7/14/1954,Salvaged at Davis-Monthan Salvaged at Davis-Monthan
73,44-62213,,CIRCLE W 9/20/1945,92BG,,10/00/50,Transfer to 307BG when 92nd rotated
73,44-62214,,9/5/1945,308WG,,,At Eidson 12/31154
73,44-62215,WIZARD TAVERN,SQUARE EMPTY 9/111945 9/111945,2BG 375WRS 375WRS,,2/14/1952 10/12/1950 712311949,Surveyed Surveyed Shemya Surveyed Shemya
73,44-62217,,9/5/1945,,,2/18/1954,Reclaimed Far East
73,44-62218,,BLKSTRP 9/6/1945,19BG,,7/14/1954,Salvaged at Davis-Monthan
73,44-62218,,SQUAREH 9/6/1945,98BG,,7/14/1954,Salvaged at Davis-Monthan
73,44-62219,,9/26/1945 SQUAREH,308WG 98BG,,,Unknown Unknown
73,44-62220,,9/5/1945,57WRS,,,Unknown
73,44-62221,,CIRCLET 9/30/1945,44BG,,6/7/1953,Assigned Storage Sqdn at Davis-Monthan
73,44-62222,,9/6/1945,581ASL,,,Unknown
73,44-62223,OF PEACE WANDERER WANDERER WANDERER,9/7/1945 BLKSTRP 9/7/1945 CIRCLE W 9/7/1945 SQUAREH 9/7/1945,19BG 92BG 98BG,,3/12/1951 7/14/1954 7/14/1954 7/14/1954,Salvaged Salvaged at Davis-Monthan Salvaged at Davis-Monthan Transfer to 19BG or 98BG when rotated Salvaged at Davis-Monthan
73,44-62225,,9/6/1945,,,5/6/1954,Reclaimed McClellan
73,44-62226,,CIRCLE Z 9/20/1945,90RCN,,5/28/1951,Transferred to RAF
73,44-62226,,5/28/1951,RAF,,2/22/1954,Returned to USAF
73,44-62226,,2/22/1954,USAF,,9/9/1954,Salvaged Davis Monthan
73,44-62227,,,,,8/8/1951,Transferred to RAF
73,44-62227,,8/8/1951,RAF,,2/22/1954,Returned to USAF
73,44-62227,,2/22/1954,USAF,,7/14/1954,Salvaged Davis-Monthan
73,44-62228,,9/19/1945,2622BU,,8/9/1947,Salvaged at Davis-Monthan
73,44-62229,,9/7/1945,,,12/3111954,Last reported at Eielsen
73,44-62230,AMBLING,CIRCLE Z 9/30/1945 SQUARE EMPTY 9/19/1945,2BG,,9/9/1954 2/1111951,Salvaged at Davis-Monthan Transferred to RAF
73,44-62231,,2/1111951,RAF,,7/28/1953,Returned to USAF
73,44-62231,,7/28/1953,USAF,,9/14/1953,Salvaged Davis Monthan
73,44-62232,,9/19/1945,,,,Last reported at Eielsen
73,44-62233,,9/19/1945,308WG,,4/6/1950,Reclaimed Davis-Monthan
73,44-62234,,9/19/1945,,,3/18/1951,Transferred to RAF
73,44-62234,,3/18/1951,RAF,,8/18/1953,Returned to USAF
